Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 00:00:43.201,114188.4,0.001,BTCUSDT
2025-09-30 00:00:43.201,114188.2,0.001,BTCUSDT
2025-09-30 00:00:43.201,114188.1,0.002,BTCUSDT
2025-09-30 00:00:43.201,114188.0,0.002,BTCUSDT
2025-09-30 00:00:43.201,114187.8,0.001,BTCUSDT
2025-09-30 00:00:43.201,114187.5,0.002,BTCUSDT
2025-09-30 00:00:43.201,114187.4,0.011,BTCUSDT
2025-09-30 00:00:43.201,114187.4,0.066,BTCUSDT
2025-09-30 00:00:43.201,114187.4,0.002,BTCUSDT
2025-09-30 00:00:43.201,114187.4,0.002,BTCUSDT
2025-09-30 00:00:43.201,114187.4,0.001,BTCUSDT
2025-09-30 00:00:43.201,114187.3,0.034,BTCUSDT
2025-09-30 00:00:43.201,114187.3,0.002,BTCUSDT
2025-09-30 00:00:43.201,114186.9,0.002,BTCUSDT
2025-09-30 00:00:43.202,114186.9,0.002,BTCUSDT
2025-09-30 00:00:43.202,114186.9,0.002,BTCUSDT
2025-09-30 00:00:43.202,114186.9,0.002,BTCUSDT
2025-09-30 00:00:43.202,114186.6,0.001,BTCUSDT
2025-09-30 00:00:43.248,114186.5,0.002,BTCUSDT
2025-09-30 00:00:43.251,114186.5,0.054,BTCUSDT
2025-09-30 00:00:43.259,114186.4,0.001,BTCUSDT
2025-09-30 00:00:43.259,114186.4,0.001,BTCUSDT
2025-09-30 00:00:43.259,114186.4,0.001,BTCUSDT
2025-09-30 00:00:43.259,114186.4,0.001,BTCUSDT
2025-09-30 00:00:43.259,114186.3,0.002,BTCUSDT
2025-09-30 00:00:43.259,114186.2,0.04,BTCUSDT
2025-09-30 00:00:43.277,114186.2,0.02,BTCUSDT
2025-09-30 00:00:43.277,114186.2,0.001,BTCUSDT
2025-09-30 00:00:43.277,114185.9,0.001,BTCUSDT
2025-09-30 00:00:43.277,114185.8,0.002,BTCUSDT
2025-09-30 00:00:43.277,114185.3,0.002,BTCUSDT
2025-09-30 00:00:43.277,114185.3,0.002,BTCUSDT
2025-09-30 00:00:43.277,114185.1,0.001,BTCUSDT
2025-09-30 00:00:43.277,114185.0,0.001,BTCUSDT
2025-09-30 00:00:43.277,114184.9,0.001,BTCUSDT
2025-09-30 00:00:43.277,114184.6,0.002,BTCUSDT
2025-09-30 00:00:43.277,114184.6,0.002,BTCUSDT
2025-09-30 00:00:43.277,114184.6,0.002,BTCUSDT
2025-09-30 00:00:43.277,114184.0,0.002,BTCUSDT
2025-09-30 00:00:43.277,114183.9,0.002,BTCUSDT
2025-09-30 00:00:43.277,114183.5,0.002,BTCUSDT
2025-09-30 00:00:43.277,114183.5,0.04,BTCUSDT
2025-09-30 00:00:43.277,114183.4,0.001,BTCUSDT
2025-09-30 00:00:43.277,114183.4,0.001,BTCUSDT
2025-09-30 00:00:43.277,114183.3,0.002,BTCUSDT
2025-09-30 00:00:43.277,114183.3,0.001,BTCUSDT
2025-09-30 00:00:43.277,114183.0,0.001,BTCUSDT
2025-09-30 00:00:43.277,114182.7,0.002,BTCUSDT
2025-09-30 00:00:43.277,114182.4,0.002,BTCUSDT
2025-09-30 00:00:43.277,114182.1,0.002,BTCUSDT
2025-09-30 00:00:43.297,114185.4,0.001,BTCUSDT
2025-09-30 00:00:43.327,114181.7,0.001,BTCUSDT
2025-09-30 00:00:43.327,114181.7,0.001,BTCUSDT
2025-09-30 00:00:43.327,114181.6,0.001,BTCUSDT
2025-09-30 00:00:43.422,114181.5,0.001,BTCUSDT
2025-09-30 00:00:43.422,114181.5,0.002,BTCUSDT
2025-09-30 00:00:43.422,114181.5,0.001,BTCUSDT
2025-09-30 00:00:43.422,114181.5,0.001,BTCUSDT
2025-09-30 00:00:43.422,114181.5,0.001,BTCUSDT
2025-09-30 00:00:43.422,114181.5,0.001,BTCUSDT
2025-09-30 00:00:43.422,114181.5,0.001,BTCUSDT
2025-09-30 00:00:43.422,114181.5,0.001,BTCUSDT
2025-09-30 00:00:43.422,114181.5,0.001,BTCUSDT
2025-09-30 00:00:43.422,114181.5,0.001,BTCUSDT
2025-09-30 00:00:43.422,114181.5,0.001,BTCUSDT
2025-09-30 00:00:43.422,114181.5,0.001,BTCUSDT
2025-09-30 00:00:43.422,114181.5,0.001,BTCUSDT
2025-09-30 00:00:43.422,114181.5,0.001,BTCUSDT
2025-09-30 00:00:43.422,114181.5,0.001,BTCUSDT
